frame,class_name,stage,elapsed_seconds,num_masks,num_points
8,ALL,pointcloud_generation,0.0277,0,4500
9,ALL,sam3_image_embedding,0.0174,0,0
9,chair,sam3_class,0.3017,0,0
9,table,sam3_class,0.0503,0,0
9,person,sam3_class,0.0502,1,0
9,ALL,sam3_full_frame,0.4338,1,0
9,ALL,pointcloud_generation,0.0274,0,4500
10,ALL,sam3_image_embedding,0.0163,0,0
10,chair,sam3_class,0.3079,0,0
10,table,sam3_class,0.0514,0,0
10,person,sam3_class,0.0502,1,0
10,ALL,sam3_full_frame,0.4386,1,0
10,ALL,pointcloud_generation,0.0276,0,4500
11,ALL,sam3_image_embedding,0.0188,0,0
11,chair,sam3_class,0.2998,0,0
11,table,sam3_class,0.0502,0,0
11,person,sam3_class,0.0496,1,0
11,ALL,sam3_full_frame,0.4314,1,0
11,ALL,pointcloud_generation,0.0273,0,4500
12,ALL,sam3_image_embedding,0.0178,0,0
12,chair,sam3_class,0.3073,0,0
12,table,sam3_class,0.0503,0,0
12,person,sam3_class,0.0506,1,0
12,ALL,sam3_full_frame,0.4389,1,0
12,ALL,pointcloud_generation,0.0286,0,4500
13,ALL,sam3_image_embedding,0.0189,0,0
13,chair,sam3_class,0.2993,0,0
13,table,sam3_class,0.051,0,0
13,person,sam3_class,0.0512,1,0
13,ALL,sam3_full_frame,0.4339,1,0
13,ALL,pointcloud_generation,0.0284,0,4500
14,ALL,sam3_image_embedding,0.019,0,0
14,chair,sam3_class,0.3007,0,0
14,table,sam3_class,0.0503,0,0
14,person,sam3_class,0.0515,1,0
14,ALL,sam3_full_frame,0.435,1,0
14,ALL,pointcloud_generation,0.0284,0,4500
15,ALL,sam3_image_embedding,0.0168,0,0
15,chair,sam3_class,0.3087,0,0
15,table,sam3_class,0.0516,0,0
15,person,sam3_class,0.05,1,0
15,ALL,sam3_full_frame,0.4401,1,0
15,ALL,pointcloud_generation,0.028,0,4500
16,ALL,sam3_image_embedding,0.0181,0,0
16,chair,sam3_class,0.3026,0,0
16,table,sam3_class,0.0501,0,0
16,person,sam3_class,0.0502,1,0
16,ALL,sam3_full_frame,0.4342,1,0
16,ALL,pointcloud_generation,0.0287,0,4500
17,ALL,sam3_image_embedding,0.0174,0,0
17,chair,sam3_class,0.3003,0,0
17,table,sam3_class,0.0512,0,0
17,person,sam3_class,0.0506,1,0
17,ALL,sam3_full_frame,0.4328,1,0
17,ALL,pointcloud_generation,0.0283,0,4500
18,ALL,sam3_image_embedding,0.0193,0,0
18,chair,sam3_class,0.3023,0,0
18,table,sam3_class,0.0505,0,0
18,person,sam3_class,0.0507,1,0
18,ALL,sam3_full_frame,0.4358,1,0
18,ALL,pointcloud_generation,0.0281,0,4500
19,ALL,sam3_image_embedding,0.0182,0,0
19,chair,sam3_class,0.3033,0,0
19,table,sam3_class,0.0503,0,0
19,person,sam3_class,0.0509,1,0
19,ALL,sam3_full_frame,0.4372,1,0
19,ALL,pointcloud_generation,0.0291,0,4500
20,ALL,sam3_image_embedding,0.018,0,0
20,chair,sam3_class,0.3019,0,0
20,table,sam3_class,0.0519,0,0
20,person,sam3_class,0.0506,1,0
20,ALL,sam3_full_frame,0.436,1,0
20,ALL,pointcloud_generation,0.0282,0,4500
21,ALL,sam3_image_embedding,0.0181,0,0
21,chair,sam3_class,0.3115,0,0
21,table,sam3_class,0.0512,0,0
21,person,sam3_class,0.0499,1,0
21,ALL,sam3_full_frame,0.4438,1,0
21,ALL,pointcloud_generation,0.0278,0,4500
22,ALL,sam3_image_embedding,0.0174,0,0
22,chair,sam3_class,0.3057,0,0
22,table,sam3_class,0.0521,0,0
22,person,sam3_class,0.0505,1,0
22,ALL,sam3_full_frame,0.4386,1,0
22,ALL,pointcloud_generation,0.0281,0,4500
23,ALL,sam3_image_embedding,0.015,0,0
23,chair,sam3_class,0.3121,0,0
23,table,sam3_class,0.0511,0,0
23,person,sam3_class,0.0498,1,0
23,ALL,sam3_full_frame,0.4413,1,0
23,ALL,pointcloud_generation,0.0279,0,4500
24,ALL,sam3_image_embedding,0.0159,0,0
24,chair,sam3_class,0.3133,0,0
24,table,sam3_class,0.0505,0,0
24,person,sam3_class,0.0508,1,0
24,ALL,sam3_full_frame,0.4435,1,0
24,ALL,pointcloud_generation,0.028,0,4500
25,ALL,sam3_image_embedding,0.0168,0,0
25,chair,sam3_class,0.3109,0,0
25,table,sam3_class,0.0511,0,0
25,person,sam3_class,0.0503,1,0
25,ALL,sam3_full_frame,0.4427,1,0
25,ALL,pointcloud_generation,0.0284,0,4500
26,ALL,sam3_image_embedding,0.0191,0,0
26,chair,sam3_class,0.299,0,0
26,table,sam3_class,0.053,0,0
26,person,sam3_class,0.0511,1,0
26,ALL,sam3_full_frame,0.4354,1,0
26,ALL,pointcloud_generation,0.0281,0,4500
27,ALL,sam3_image_embedding,0.0194,0,0
27,chair,sam3_class,0.3114,0,0
27,table,sam3_class,0.0513,0,0
27,person,sam3_class,0.0518,1,0
27,ALL,sam3_full_frame,0.4474,1,0
27,ALL,pointcloud_generation,0.0282,0,4500
28,ALL,sam3_image_embedding,0.0194,0,0
28,chair,sam3_class,0.3108,0,0
28,table,sam3_class,0.0507,0,0
28,person,sam3_class,0.0507,1,0
28,ALL,sam3_full_frame,0.4449,1,0
28,ALL,pointcloud_generation,0.0289,0,4500
29,ALL,sam3_image_embedding,0.0178,0,0
29,chair,sam3_class,0.2982,0,0
29,table,sam3_class,0.0508,0,0
29,person,sam3_class,0.0506,1,0
29,ALL,sam3_full_frame,0.4313,1,0
29,ALL,pointcloud_generation,0.0285,0,4500
30,ALL,sam3_image_embedding,0.0158,0,0
30,chair,sam3_class,0.3064,0,0
30,table,sam3_class,0.0515,0,0
30,person,sam3_class,0.0503,1,0
30,ALL,sam3_full_frame,0.437,1,0
30,ALL,pointcloud_generation,0.0282,0,4500
31,ALL,sam3_image_embedding,0.0186,0,0
