frame,class_name,stage,elapsed_seconds,num_masks,num_points
10,wall,sam3_class,0.0501,1,0
10,ALL,sam3_full_frame,0.6955,2,0
10,ALL,pointcloud_generation,0.0135,0,8682
11,ALL,sam3_image_embedding,0.0179,0,0
11,chair,sam3_class,0.293,0,0
11,table,sam3_class,0.0508,0,0
11,person,sam3_class,0.0498,1,0
11,monitor,sam3_class,0.0488,0,0
11,keyboard,sam3_class,0.0491,0,0
11,mouse,sam3_class,0.0493,0,0
11,floor,sam3_class,0.0492,0,0
11,wall,sam3_class,0.0499,1,0
11,ALL,sam3_full_frame,0.684,2,0
11,ALL,pointcloud_generation,0.0139,0,8786
12,ALL,sam3_image_embedding,0.0187,0,0
12,chair,sam3_class,0.3061,0,0
12,table,sam3_class,0.0505,0,0
12,person,sam3_class,0.0501,1,0
12,monitor,sam3_class,0.049,0,0
12,keyboard,sam3_class,0.0495,0,0
12,mouse,sam3_class,0.0489,0,0
12,floor,sam3_class,0.0499,0,0
12,wall,sam3_class,0.0506,2,0
12,ALL,sam3_full_frame,0.7009,3,0
12,ALL,pointcloud_generation,0.0139,0,8906
13,ALL,sam3_image_embedding,0.0183,0,0
13,chair,sam3_class,0.305,0,0
13,table,sam3_class,0.0507,0,0
13,person,sam3_class,0.0503,1,0
13,monitor,sam3_class,0.0492,0,0
13,keyboard,sam3_class,0.0487,0,0
13,mouse,sam3_class,0.0498,0,0
13,floor,sam3_class,0.0492,0,0
13,wall,sam3_class,0.0519,2,0
13,ALL,sam3_full_frame,0.7008,3,0
13,ALL,pointcloud_generation,0.0141,0,9000
14,ALL,sam3_image_embedding,0.0207,0,0
14,chair,sam3_class,0.3072,0,0
14,table,sam3_class,0.0505,0,0
14,person,sam3_class,0.0502,1,0
14,monitor,sam3_class,0.0494,0,0
14,keyboard,sam3_class,0.049,0,0
14,mouse,sam3_class,0.0495,0,0
14,floor,sam3_class,0.0493,0,0
14,wall,sam3_class,0.0515,2,0
14,ALL,sam3_full_frame,0.7055,3,0
14,ALL,pointcloud_generation,0.014,0,9038
15,ALL,sam3_image_embedding,0.0176,0,0
15,chair,sam3_class,0.3113,0,0
15,table,sam3_class,0.0507,0,0
15,person,sam3_class,0.0505,1,0
15,monitor,sam3_class,0.0489,0,0
15,keyboard,sam3_class,0.0495,0,0
15,mouse,sam3_class,0.0496,0,0
15,floor,sam3_class,0.0498,0,0
15,wall,sam3_class,0.0502,1,0
15,ALL,sam3_full_frame,0.7099,2,0
15,ALL,pointcloud_generation,0.0159,0,10000
16,ALL,sam3_image_embedding,0.0198,0,0
16,chair,sam3_class,0.3139,0,0
16,table,sam3_class,0.052,0,0
16,person,sam3_class,0.0502,1,0
16,monitor,sam3_class,0.0486,0,0
16,keyboard,sam3_class,0.0495,0,0
16,mouse,sam3_class,0.0498,0,0
16,floor,sam3_class,0.0496,0,0
16,wall,sam3_class,0.0508,1,0
16,ALL,sam3_full_frame,0.7135,2,0
16,ALL,pointcloud_generation,0.0154,0,10000
17,ALL,sam3_image_embedding,0.0166,0,0
17,chair,sam3_class,0.312,0,0
17,table,sam3_class,0.0507,0,0
17,person,sam3_class,0.0501,1,0
17,monitor,sam3_class,0.0487,0,0
17,keyboard,sam3_class,0.0501,0,0
17,mouse,sam3_class,0.0496,0,0
17,floor,sam3_class,0.0501,0,0
17,wall,sam3_class,0.0498,1,0
17,ALL,sam3_full_frame,0.7063,2,0
17,ALL,pointcloud_generation,0.0152,0,10000
18,ALL,sam3_image_embedding,0.0181,0,0
18,chair,sam3_class,0.3004,0,0
18,table,sam3_class,0.051,0,0
18,person,sam3_class,0.0523,1,0
18,monitor,sam3_class,0.0495,0,0
18,keyboard,sam3_class,0.0497,0,0
18,mouse,sam3_class,0.0495,0,0
18,floor,sam3_class,0.0492,0,0
18,wall,sam3_class,0.0506,1,0
18,ALL,sam3_full_frame,0.6991,2,0
18,ALL,pointcloud_generation,0.0154,0,10000
19,ALL,sam3_image_embedding,0.0188,0,0
19,chair,sam3_class,0.3123,2,0
19,table,sam3_class,0.0517,1,0
19,person,sam3_class,0.049,0,0
19,monitor,sam3_class,0.0494,0,0
19,keyboard,sam3_class,0.0499,0,0
19,mouse,sam3_class,0.0504,0,0
19,floor,sam3_class,0.0498,0,0
19,wall,sam3_class,0.0508,2,0
19,ALL,sam3_full_frame,0.7128,5,0
19,ALL,pointcloud_generation,0.0145,0,8915
20,ALL,sam3_image_embedding,0.0191,0,0
20,chair,sam3_class,0.3143,2,0
20,table,sam3_class,0.0509,1,0
20,person,sam3_class,0.0489,0,0
20,monitor,sam3_class,0.0497,0,0
20,keyboard,sam3_class,0.0497,0,0
20,mouse,sam3_class,0.05,0,0
20,floor,sam3_class,0.0496,0,0
20,wall,sam3_class,0.051,2,0
20,ALL,sam3_full_frame,0.7109,5,0
20,ALL,pointcloud_generation,0.0125,0,7525
21,ALL,sam3_image_embedding,0.0175,0,0
21,chair,sam3_class,0.3138,2,0
21,table,sam3_class,0.0533,1,0
21,person,sam3_class,0.0492,0,0
21,monitor,sam3_class,0.0499,0,0
21,keyboard,sam3_class,0.0496,0,0
21,mouse,sam3_class,0.0501,0,0
21,floor,sam3_class,0.0495,0,0
21,wall,sam3_class,0.0505,1,0
21,ALL,sam3_full_frame,0.7101,4,0
21,ALL,pointcloud_generation,0.0113,0,6514
22,ALL,sam3_image_embedding,0.0193,0,0
22,chair,sam3_class,0.3095,2,0
22,table,sam3_class,0.0522,1,0
22,person,sam3_class,0.0494,0,0
22,monitor,sam3_class,0.0503,0,0
22,keyboard,sam3_class,0.0494,0,0
22,mouse,sam3_class,0.0505,0,0
22,floor,sam3_class,0.0497,0,0
22,wall,sam3_class,0.0512,2,0
22,ALL,sam3_full_frame,0.7078,5,0
22,ALL,pointcloud_generation,0.0112,0,6330
23,ALL,sam3_image_embedding,0.0168,0,0
23,chair,sam3_class,0.3105,2,0
23,table,sam3_class,0.0516,1,0
23,person,sam3_class,0.0492,0,0
23,monitor,sam3_class,0.0494,0,0
23,keyboard,sam3_class,0.0499,0,0
23,mouse,sam3_class,0.0502,0,0
23,floor,sam3_class,0.0503,0,0
23,wall,sam3_class,0.0519,3,0
23,ALL,sam3_full_frame,0.706,6,0
23,ALL,pointcloud_generation,0.0104,0,5636
24,ALL,sam3_image_embedding,0.0188,0,0
24,chair,sam3_class,0.3114,2,0
24,table,sam3_class,0.0503,1,0
24,person,sam3_class,0.0489,0,0
24,monitor,sam3_class,0.0495,0,0
24,keyboard,sam3_class,0.0498,0,0
24,mouse,sam3_class,0.0495,0,0
24,floor,sam3_class,0.0497,0,0
24,wall,sam3_class,0.0509,2,0
24,ALL,sam3_full_frame,0.7038,5,0
24,ALL,pointcloud_generation,0.0097,0,5096
25,ALL,sam3_image_embedding,0.0179,0,0
25,chair,sam3_class,0.3157,2,0
25,table,sam3_class,0.0508,1,0
25,person,sam3_class,0.0494,0,0
25,monitor,sam3_class,0.0496,0,0
25,keyboard,sam3_class,0.0493,0,0
25,mouse,sam3_class,0.0501,0,0
25,floor,sam3_class,0.051,1,0
25,wall,sam3_class,0.0523,5,0
25,ALL,sam3_full_frame,0.7149,9,0
25,ALL,pointcloud_generation,0.0098,0,5174
26,ALL,sam3_image_embedding,0.0235,0,0
26,chair,sam3_class,0.3062,2,0
26,table,sam3_class,0.0512,1,0
26,person,sam3_class,0.0487,0,0
26,monitor,sam3_class,0.0495,0,0
26,keyboard,sam3_class,0.0498,0,0
26,mouse,sam3_class,0.0497,0,0
26,floor,sam3_class,0.0504,1,0
26,wall,sam3_class,0.0515,3,0
26,ALL,sam3_full_frame,0.7074,7,0
26,ALL,pointcloud_generation,0.0096,0,5012
27,ALL,sam3_image_embedding,0.0202,0,0
27,chair,sam3_class,0.3123,2,0
27,table,sam3_class,0.0513,1,0
27,person,sam3_class,0.0489,0,0
27,monitor,sam3_class,0.0503,0,0
27,keyboard,sam3_class,0.0499,0,0
27,mouse,sam3_class,0.0499,0,0
27,floor,sam3_class,0.0511,1,0
27,wall,sam3_class,0.051,1,0
27,ALL,sam3_full_frame,0.7119,5,0
27,ALL,pointcloud_generation,0.0088,0,4422
28,ALL,sam3_image_embedding,0.0176,0,0
28,chair,sam3_class,0.3155,1,0
28,table,sam3_class,0.0521,1,0
28,person,sam3_class,0.0493,0,0
28,monitor,sam3_class,0.0485,0,0
28,keyboard,sam3_class,0.0502,0,0
28,mouse,sam3_class,0.05,0,0
28,floor,sam3_class,0.0508,0,0
28,wall,sam3_class,0.0508,2,0
28,ALL,sam3_full_frame,0.7061,4,0
28,ALL,pointcloud_generation,0.0077,0,3588
29,ALL,sam3_image_embedding,0.0179,0,0
29,chair,sam3_class,0.3096,1,0
29,table,sam3_class,0.0523,1,0
29,person,sam3_class,0.0494,0,0
29,monitor,sam3_class,0.0501,0,0
29,keyboard,sam3_class,0.0493,0,0
29,mouse,sam3_class,0.0504,0,0
29,floor,sam3_class,0.05,0,0
29,wall,sam3_class,0.0511,1,0
29,ALL,sam3_full_frame,0.7003,3,0
29,ALL,pointcloud_generation,0.0074,0,3268
30,ALL,sam3_image_embedding,0.0171,0,0
30,chair,sam3_class,0.3145,1,0
30,table,sam3_class,0.0517,1,0
30,person,sam3_class,0.0514,1,0
30,monitor,sam3_class,0.0496,0,0
30,keyboard,sam3_class,0.0503,0,0
30,mouse,sam3_class,0.0499,0,0
30,floor,sam3_class,0.0506,0,0
30,wall,sam3_class,0.0518,2,0
30,ALL,sam3_full_frame,0.7102,5,0
30,ALL,pointcloud_generation,0.0075,0,3271
31,ALL,sam3_image_embedding,0.017,0,0
31,chair,sam3_class,0.309,1,0
31,table,sam3_class,0.0516,1,0
31,person,sam3_class,0.0505,2,0
31,monitor,sam3_class,0.0496,0,0
31,keyboard,sam3_class,0.0507,0,0
31,mouse,sam3_class,0.0512,0,0
31,floor,sam3_class,0.0505,0,0
31,wall,sam3_class,0.0525,2,0
31,ALL,sam3_full_frame,0.7061,6,0
31,ALL,pointcloud_generation,0.0073,0,3244
32,ALL,sam3_image_embedding,0.0168,0,0
32,chair,sam3_class,0.3144,1,0
32,table,sam3_class,0.0514,1,0
32,person,sam3_class,0.0491,0,0
32,monitor,sam3_class,0.05,0,0
32,keyboard,sam3_class,0.0503,0,0
32,mouse,sam3_class,0.05,0,0
32,floor,sam3_class,0.0504,0,0
32,wall,sam3_class,0.0502,1,0
32,ALL,sam3_full_frame,0.703,3,0
32,ALL,pointcloud_generation,0.0072,0,3095
33,ALL,sam3_image_embedding,0.0179,0,0
33,chair,sam3_class,0.3121,1,0
33,table,sam3_class,0.0531,1,0
33,person,sam3_class,0.0494,0,0
33,monitor,sam3_class,0.05,0,0
33,keyboard,sam3_class,0.0515,0,0
33,mouse,sam3_class,0.0515,0,0
33,floor,sam3_class,0.0518,0,0
33,wall,sam3_class,0.0527,1,0
33,ALL,sam3_full_frame,0.7098,3,0
33,ALL,pointcloud_generation,0.0069,0,2912
34,ALL,sam3_image_embedding,0.0179,0,0
34,chair,sam3_class,0.3206,1,0
34,table,sam3_class,0.0514,1,0
34,person,sam3_class,0.0499,0,0
34,monitor,sam3_class,0.05,0,0
34,keyboard,sam3_class,0.0503,0,0
34,mouse,sam3_class,0.0496,0,0
34,floor,sam3_class,0.0504,0,0
34,wall,sam3_class,0.0509,1,0
34,ALL,sam3_full_frame,0.7107,3,0
34,ALL,pointcloud_generation,0.0071,0,2872
35,ALL,sam3_image_embedding,0.017,0,0
35,chair,sam3_class,0.3095,1,0
35,table,sam3_class,0.0524,1,0
35,person,sam3_class,0.0494,0,0
35,monitor,sam3_class,0.0505,0,0
35,keyboard,sam3_class,0.0506,0,0
35,mouse,sam3_class,0.0512,0,0
35,floor,sam3_class,0.0515,0,0
35,wall,sam3_class,0.0523,1,0
35,ALL,sam3_full_frame,0.7041,3,0
35,ALL,pointcloud_generation,0.007,0,2857
36,ALL,sam3_image_embedding,0.0169,0,0
36,chair,sam3_class,0.3155,1,0
36,table,sam3_class,0.0546,1,0
36,person,sam3_class,0.049,0,0
36,monitor,sam3_class,0.0505,0,0
36,keyboard,sam3_class,0.0503,0,0
36,mouse,sam3_class,0.0511,0,0
36,floor,sam3_class,0.0508,0,0
36,wall,sam3_class,0.0521,1,0
36,ALL,sam3_full_frame,0.7121,3,0
36,ALL,pointcloud_generation,0.0077,0,3442
37,ALL,sam3_image_embedding,0.0186,0,0
37,chair,sam3_class,0.3176,2,0
37,table,sam3_class,0.0524,1,0
37,person,sam3_class,0.0491,0,0
37,monitor,sam3_class,0.05,0,0
37,keyboard,sam3_class,0.0495,0,0
37,mouse,sam3_class,0.0499,0,0
37,floor,sam3_class,0.0511,2,0
37,wall,sam3_class,0.0506,2,0
37,ALL,sam3_full_frame,0.7148,7,0
37,ALL,pointcloud_generation,0.0085,0,3900
38,ALL,sam3_image_embedding,0.0185,0,0
38,chair,sam3_class,0.3107,2,0
38,table,sam3_class,0.0518,1,0
38,person,sam3_class,0.0497,0,0
38,monitor,sam3_class,0.051,0,0
38,keyboard,sam3_class,0.0512,0,0
38,mouse,sam3_class,0.051,0,0
38,floor,sam3_class,0.0528,2,0
38,wall,sam3_class,0.0521,2,0
38,ALL,sam3_full_frame,0.7159,7,0
38,ALL,pointcloud_generation,0.0089,0,4399
39,ALL,sam3_image_embedding,0.0176,0,0
39,chair,sam3_class,0.3172,2,0
39,table,sam3_class,0.0514,1,0
39,person,sam3_class,0.0491,0,0
39,monitor,sam3_class,0.0501,0,0
39,keyboard,sam3_class,0.0499,0,0
39,mouse,sam3_class,0.0503,0,0
39,floor,sam3_class,0.0523,3,0
39,wall,sam3_class,0.0512,2,0
39,ALL,sam3_full_frame,0.7157,8,0
39,ALL,pointcloud_generation,0.0092,0,4607
40,ALL,sam3_image_embedding,0.0194,0,0
40,chair,sam3_class,0.309,2,0
40,table,sam3_class,0.0519,1,0
40,person,sam3_class,0.0477,0,0
40,monitor,sam3_class,0.0503,0,0
40,keyboard,sam3_class,0.0514,0,0
40,mouse,sam3_class,0.0516,0,0
40,floor,sam3_class,0.0528,3,0
40,wall,sam3_class,0.0513,2,0
40,ALL,sam3_full_frame,0.7118,8,0
40,ALL,pointcloud_generation,0.0091,0,4533
41,ALL,sam3_image_embedding,0.017,0,0
41,chair,sam3_class,0.3187,3,0
41,table,sam3_class,0.0512,1,0
41,person,sam3_class,0.0485,0,0
41,monitor,sam3_class,0.0507,0,0
41,keyboard,sam3_class,0.0498,0,0
41,mouse,sam3_class,0.0504,0,0
41,floor,sam3_class,0.0521,3,0
41,wall,sam3_class,0.0515,2,0
41,ALL,sam3_full_frame,0.7158,9,0
41,ALL,pointcloud_generation,0.0094,0,4611
42,ALL,sam3_image_embedding,0.0173,0,0
42,chair,sam3_class,0.3035,2,0
42,table,sam3_class,0.0536,1,0
42,person,sam3_class,0.0511,0,0
42,monitor,sam3_class,0.0507,0,0
42,keyboard,sam3_class,0.0516,0,0
42,mouse,sam3_class,0.0519,0,0
42,floor,sam3_class,0.0528,2,0
42,wall,sam3_class,0.0516,2,0
42,ALL,sam3_full_frame,0.7095,7,0
42,ALL,pointcloud_generation,0.0089,0,4142
43,ALL,sam3_image_embedding,0.0178,0,0
43,chair,sam3_class,0.3227,0,0
43,table,sam3_class,0.0533,2,0
43,person,sam3_class,0.049,0,0
43,monitor,sam3_class,0.05,0,0
43,keyboard,sam3_class,0.0499,0,0
43,mouse,sam3_class,0.0499,0,0
43,floor,sam3_class,0.0502,0,0
43,wall,sam3_class,0.0504,0,0
43,ALL,sam3_full_frame,0.7088,2,0
43,ALL,pointcloud_generation,0.0083,0,3744
44,ALL,sam3_image_embedding,0.0188,0,0
44,chair,sam3_class,0.3168,0,0
44,table,sam3_class,0.0528,2,0
44,person,sam3_class,0.0478,0,0
44,monitor,sam3_class,0.0492,0,0
44,keyboard,sam3_class,0.0503,0,0
44,mouse,sam3_class,0.0501,0,0
44,floor,sam3_class,0.0507,0,0
44,wall,sam3_class,0.0513,1,0
44,ALL,sam3_full_frame,0.7068,3,0
44,ALL,pointcloud_generation,0.0086,0,3875
45,ALL,sam3_image_embedding,0.0171,0,0
45,chair,sam3_class,0.3128,0,0
45,table,sam3_class,0.0528,2,0
45,person,sam3_class,0.05,0,0
45,monitor,sam3_class,0.0512,1,0
45,keyboard,sam3_class,0.0502,0,0
45,mouse,sam3_class,0.0499,0,0
45,floor,sam3_class,0.0514,1,0
45,wall,sam3_class,0.0498,0,0
45,ALL,sam3_full_frame,0.7043,4,0
45,ALL,pointcloud_generation,0.0064,0,2331
46,ALL,sam3_image_embedding,0.0172,0,0
46,chair,sam3_class,0.3195,0,0
46,table,sam3_class,0.0528,1,0
46,person,sam3_class,0.05,0,0
46,monitor,sam3_class,0.0511,1,0
46,keyboard,sam3_class,0.0495,0,0
46,mouse,sam3_class,0.05,0,0
46,floor,sam3_class,0.0509,1,0
46,wall,sam3_class,0.0515,1,0
46,ALL,sam3_full_frame,0.7172,4,0
46,ALL,pointcloud_generation,0.0083,0,3729
47,ALL,sam3_image_embedding,0.0185,0,0
47,chair,sam3_class,0.3124,0,0
47,table,sam3_class,0.054,1,0
47,person,sam3_class,0.0515,1,0
47,monitor,sam3_class,0.0515,1,0
47,keyboard,sam3_class,0.0513,0,0
47,mouse,sam3_class,0.0513,0,0
47,floor,sam3_class,0.0518,1,0
47,wall,sam3_class,0.0513,1,0
47,ALL,sam3_full_frame,0.7206,5,0
47,ALL,pointcloud_generation,0.0081,0,3656
48,ALL,sam3_image_embedding,0.0179,0,0
48,chair,sam3_class,0.3184,0,0
48,table,sam3_class,0.0532,1,0
48,person,sam3_class,0.0495,0,0
48,monitor,sam3_class,0.0511,1,0
48,keyboard,sam3_class,0.049,0,0
48,mouse,sam3_class,0.0498,0,0
48,floor,sam3_class,0.0508,1,0
48,wall,sam3_class,0.0505,1,0
48,ALL,sam3_full_frame,0.7144,4,0
48,ALL,pointcloud_generation,0.0082,0,3663
49,ALL,sam3_image_embedding,0.0192,0,0
49,chair,sam3_class,0.3072,0,0
49,table,sam3_class,0.053,1,0
49,person,sam3_class,0.0516,1,0
49,monitor,sam3_class,0.0516,1,0
49,keyboard,sam3_class,0.0508,0,0
49,mouse,sam3_class,0.0512,0,0
49,floor,sam3_class,0.0528,1,0
49,wall,sam3_class,0.0518,1,0
49,ALL,sam3_full_frame,0.7202,5,0
49,ALL,pointcloud_generation,0.0084,0,3585
50,ALL,sam3_image_embedding,0.0172,0,0
50,chair,sam3_class,0.3141,0,0
50,table,sam3_class,0.0524,1,0
50,person,sam3_class,0.0503,0,0
50,monitor,sam3_class,0.0512,1,0
50,keyboard,sam3_class,0.0496,0,0
50,mouse,sam3_class,0.0497,0,0
50,floor,sam3_class,0.0514,1,0
50,wall,sam3_class,0.0502,1,0
50,ALL,sam3_full_frame,0.7097,4,0
50,ALL,pointcloud_generation,0.0078,0,3497
51,ALL,sam3_image_embedding,0.017,0,0
51,chair,sam3_class,0.3139,0,0
51,table,sam3_class,0.0523,1,0
51,person,sam3_class,0.0496,0,0
51,monitor,sam3_class,0.0507,1,0
51,keyboard,sam3_class,0.0496,0,0
51,mouse,sam3_class,0.0505,0,0
51,floor,sam3_class,0.0524,2,0
51,wall,sam3_class,0.0522,1,0
51,ALL,sam3_full_frame,0.7123,5,0
51,ALL,pointcloud_generation,0.0077,0,3537
52,ALL,sam3_image_embedding,0.0168,0,0
52,chair,sam3_class,0.3181,0,0
52,table,sam3_class,0.0524,1,0
52,person,sam3_class,0.0497,0,0
52,monitor,sam3_class,0.0512,1,0
52,keyboard,sam3_class,0.0506,0,0
52,mouse,sam3_class,0.0502,0,0
52,floor,sam3_class,0.0518,2,0
52,wall,sam3_class,0.05,1,0
52,ALL,sam3_full_frame,0.7147,5,0
52,ALL,pointcloud_generation,0.008,0,3528
53,ALL,sam3_image_embedding,0.0178,0,0
53,chair,sam3_class,0.3191,0,0
53,table,sam3_class,0.0533,1,0
53,person,sam3_class,0.0502,0,0
53,monitor,sam3_class,0.051,1,0
53,keyboard,sam3_class,0.0494,0,0
53,mouse,sam3_class,0.0501,0,0
53,floor,sam3_class,0.0518,2,0
53,wall,sam3_class,0.0499,0,0
53,ALL,sam3_full_frame,0.7099,4,0
53,ALL,pointcloud_generation,0.0047,0,1067
54,ALL,sam3_image_embedding,0.0181,0,0
54,chair,sam3_class,0.3217,0,0
54,table,sam3_class,0.0525,1,0
54,person,sam3_class,0.0511,0,0
54,monitor,sam3_class,0.0512,1,0
54,keyboard,sam3_class,0.0497,0,0
54,mouse,sam3_class,0.0497,0,0
54,floor,sam3_class,0.053,3,0
54,wall,sam3_class,0.0506,0,0
54,ALL,sam3_full_frame,0.7148,5,0
54,ALL,pointcloud_generation,0.0047,0,1100
55,ALL,sam3_image_embedding,0.0175,0,0
55,chair,sam3_class,0.3073,0,0
55,table,sam3_class,0.0535,1,0
55,person,sam3_class,0.0524,2,0
