frame,class_name,stage,elapsed_seconds,num_masks,num_points
9,ALL,sam3_image_embedding,0.0246,0,0
9,chair,sam3_class,0.3104,0,0
9,table,sam3_class,0.0512,0,0
9,person,sam3_class,0.0517,2,0
9,monitor,sam3_class,0.0491,0,0
9,keyboard,sam3_class,0.0506,0,0
9,mouse,sam3_class,0.0501,0,0
9,floor,sam3_class,0.05,0,0
9,wall,sam3_class,0.051,1,0
9,ALL,sam3_full_frame,0.712,3,0
9,ALL,pointcloud_generation,0.176,0,50000
10,ALL,sam3_image_embedding,0.0227,0,0
10,chair,sam3_class,0.3128,0,0
10,table,sam3_class,0.0523,1,0
10,person,sam3_class,0.0518,3,0
10,monitor,sam3_class,0.0502,1,0
10,keyboard,sam3_class,0.0483,0,0
10,mouse,sam3_class,0.048,0,0
10,floor,sam3_class,0.0494,0,0
10,wall,sam3_class,0.0509,1,0
10,ALL,sam3_full_frame,0.7185,6,0
10,ALL,pointcloud_generation,0.1437,0,38471
11,ALL,sam3_image_embedding,0.0194,0,0
11,chair,sam3_class,0.3124,0,0
11,table,sam3_class,0.0519,1,0
11,person,sam3_class,0.0513,2,0
11,monitor,sam3_class,0.0486,1,0
11,keyboard,sam3_class,0.0489,1,0
11,mouse,sam3_class,0.0496,0,0
11,floor,sam3_class,0.0508,0,0
11,wall,sam3_class,0.051,1,0
11,ALL,sam3_full_frame,0.7191,6,0
11,ALL,pointcloud_generation,0.1354,0,34994
12,ALL,sam3_image_embedding,0.0183,0,0
12,chair,sam3_class,0.3098,0,0
12,table,sam3_class,0.0521,1,0
12,person,sam3_class,0.0516,2,0
12,monitor,sam3_class,0.0482,0,0
12,keyboard,sam3_class,0.0506,1,0
12,mouse,sam3_class,0.05,0,0
12,floor,sam3_class,0.0505,0,0
12,wall,sam3_class,0.0511,1,0
12,ALL,sam3_full_frame,0.7146,5,0
12,ALL,pointcloud_generation,0.132,0,34482
13,ALL,sam3_image_embedding,0.0191,0,0
13,chair,sam3_class,0.309,0,0
13,table,sam3_class,0.0526,1,0
13,person,sam3_class,0.0517,3,0
13,monitor,sam3_class,0.0482,0,0
13,keyboard,sam3_class,0.0483,1,0
13,mouse,sam3_class,0.0499,0,0
13,floor,sam3_class,0.0505,0,0
13,wall,sam3_class,0.0509,1,0
13,ALL,sam3_full_frame,0.712,6,0
13,ALL,pointcloud_generation,0.1363,0,34541
14,ALL,sam3_image_embedding,0.0186,0,0
14,chair,sam3_class,0.3066,0,0
14,table,sam3_class,0.0524,1,0
14,person,sam3_class,0.0519,3,0
14,monitor,sam3_class,0.051,0,0
14,keyboard,sam3_class,0.0506,1,0
14,mouse,sam3_class,0.0502,0,0
14,floor,sam3_class,0.0492,0,0
14,wall,sam3_class,0.0517,1,0
14,ALL,sam3_full_frame,0.7147,6,0
14,ALL,pointcloud_generation,0.1339,0,34711
15,ALL,sam3_image_embedding,0.0179,0,0
15,chair,sam3_class,0.3087,0,0
15,table,sam3_class,0.0517,0,0
15,person,sam3_class,0.0526,3,0
15,monitor,sam3_class,0.0486,0,0
15,keyboard,sam3_class,0.0508,1,0
15,mouse,sam3_class,0.05,0,0
15,floor,sam3_class,0.0505,0,0
15,wall,sam3_class,0.0506,1,0
15,ALL,sam3_full_frame,0.7107,5,0
15,ALL,pointcloud_generation,0.1315,0,34313
16,ALL,sam3_image_embedding,0.0194,0,0
16,chair,sam3_class,0.3107,0,0
16,table,sam3_class,0.0513,0,0
16,person,sam3_class,0.0557,4,0
16,monitor,sam3_class,0.048,0,0
16,keyboard,sam3_class,0.0498,0,0
16,mouse,sam3_class,0.0506,0,0
16,floor,sam3_class,0.0511,0,0
16,wall,sam3_class,0.0508,1,0
16,ALL,sam3_full_frame,0.7145,5,0
16,ALL,pointcloud_generation,0.1773,0,50000
17,ALL,sam3_image_embedding,0.0203,0,0
17,chair,sam3_class,0.3111,0,0
17,table,sam3_class,0.0517,0,0
17,person,sam3_class,0.0515,1,0
17,monitor,sam3_class,0.0502,0,0
17,keyboard,sam3_class,0.0508,0,0
17,mouse,sam3_class,0.0502,0,0
17,floor,sam3_class,0.0509,0,0
17,wall,sam3_class,0.0503,1,0
17,ALL,sam3_full_frame,0.718,2,0
17,ALL,pointcloud_generation,0.188,0,50000
18,ALL,sam3_image_embedding,0.02,0,0
18,chair,sam3_class,0.313,0,0
18,table,sam3_class,0.0517,0,0
18,person,sam3_class,0.0508,1,0
18,monitor,sam3_class,0.0502,0,0
18,keyboard,sam3_class,0.0501,0,0
18,mouse,sam3_class,0.0502,0,0
18,floor,sam3_class,0.0503,0,0
18,wall,sam3_class,0.0516,2,0
18,ALL,sam3_full_frame,0.7159,3,0
18,ALL,pointcloud_generation,0.1218,0,30798
19,ALL,sam3_image_embedding,0.019,0,0
19,chair,sam3_class,0.3082,0,0
19,table,sam3_class,0.0512,0,0
19,person,sam3_class,0.0509,0,0
19,monitor,sam3_class,0.0505,0,0
19,keyboard,sam3_class,0.0502,0,0
19,mouse,sam3_class,0.0504,0,0
19,floor,sam3_class,0.0504,0,0
19,wall,sam3_class,0.0513,1,0
19,ALL,sam3_full_frame,0.7047,1,0
19,ALL,pointcloud_generation,0.1815,0,50000
20,ALL,sam3_image_embedding,0.0205,0,0
20,chair,sam3_class,0.3154,1,0
20,table,sam3_class,0.0518,1,0
20,person,sam3_class,0.0513,0,0
20,monitor,sam3_class,0.0504,0,0
20,keyboard,sam3_class,0.0506,0,0
20,mouse,sam3_class,0.05,0,0
20,floor,sam3_class,0.0506,0,0
20,wall,sam3_class,0.0517,2,0
20,ALL,sam3_full_frame,0.7173,4,0
20,ALL,pointcloud_generation,0.1157,0,30238
21,ALL,sam3_image_embedding,0.0194,0,0
21,chair,sam3_class,0.3061,1,0
21,table,sam3_class,0.0524,1,0
21,person,sam3_class,0.0501,0,0
21,monitor,sam3_class,0.0506,0,0
21,keyboard,sam3_class,0.0512,0,0
21,mouse,sam3_class,0.0505,0,0
21,floor,sam3_class,0.0513,2,0
21,wall,sam3_class,0.0539,5,0
21,ALL,sam3_full_frame,0.7155,9,0
21,ALL,pointcloud_generation,0.1863,0,50000
22,ALL,sam3_image_embedding,0.0194,0,0
22,chair,sam3_class,0.3178,1,0
22,table,sam3_class,0.0516,1,0
22,person,sam3_class,0.0498,0,0
22,monitor,sam3_class,0.0496,0,0
22,keyboard,sam3_class,0.0503,0,0
22,mouse,sam3_class,0.0501,0,0
22,floor,sam3_class,0.0513,1,0
22,wall,sam3_class,0.0522,4,0
22,ALL,sam3_full_frame,0.7229,7,0
22,ALL,pointcloud_generation,0.1852,0,50000
23,ALL,sam3_image_embedding,0.0199,0,0
23,chair,sam3_class,0.3137,1,0
23,table,sam3_class,0.0521,1,0
23,person,sam3_class,0.0499,0,0
23,monitor,sam3_class,0.0503,0,0
23,keyboard,sam3_class,0.0516,0,0
23,mouse,sam3_class,0.0501,0,0
23,floor,sam3_class,0.0517,1,0
23,wall,sam3_class,0.0527,4,0
23,ALL,sam3_full_frame,0.723,7,0
23,ALL,pointcloud_generation,0.1861,0,50000
24,ALL,sam3_image_embedding,0.0209,0,0
24,chair,sam3_class,0.315,1,0
24,table,sam3_class,0.0516,1,0
24,person,sam3_class,0.0503,0,0
24,monitor,sam3_class,0.0506,0,0
24,keyboard,sam3_class,0.0511,0,0
24,mouse,sam3_class,0.0506,0,0
24,floor,sam3_class,0.0516,1,0
24,wall,sam3_class,0.0513,3,0
24,ALL,sam3_full_frame,0.7237,6,0
24,ALL,pointcloud_generation,0.1798,0,50000
25,ALL,sam3_image_embedding,0.0174,0,0
25,chair,sam3_class,0.3116,1,0
25,table,sam3_class,0.0518,1,0
25,person,sam3_class,0.0496,0,0
25,monitor,sam3_class,0.05,0,0
25,keyboard,sam3_class,0.0506,0,0
25,mouse,sam3_class,0.0505,0,0
25,floor,sam3_class,0.0508,1,0
25,wall,sam3_class,0.053,4,0
25,ALL,sam3_full_frame,0.716,7,0
25,ALL,pointcloud_generation,0.1835,0,50000
26,ALL,sam3_image_embedding,0.0201,0,0
26,chair,sam3_class,0.3172,1,0
26,table,sam3_class,0.0514,1,0
26,person,sam3_class,0.0501,0,0
26,monitor,sam3_class,0.0501,0,0
26,keyboard,sam3_class,0.051,0,0
26,mouse,sam3_class,0.0501,0,0
26,floor,sam3_class,0.0514,1,0
26,wall,sam3_class,0.0513,2,0
26,ALL,sam3_full_frame,0.7231,5,0
26,ALL,pointcloud_generation,0.1815,0,50000
27,ALL,sam3_image_embedding,0.0195,0,0
27,chair,sam3_class,0.3168,1,0
27,table,sam3_class,0.0521,1,0
27,person,sam3_class,0.0497,0,0
27,monitor,sam3_class,0.0502,0,0
27,keyboard,sam3_class,0.0508,0,0
27,mouse,sam3_class,0.0498,0,0
27,floor,sam3_class,0.0515,1,0
27,wall,sam3_class,0.053,4,0
27,ALL,sam3_full_frame,0.725,7,0
27,ALL,pointcloud_generation,0.1851,0,50000
28,ALL,sam3_image_embedding,0.0196,0,0
28,chair,sam3_class,0.3159,1,0
28,table,sam3_class,0.0517,1,0
28,person,sam3_class,0.0497,0,0
28,monitor,sam3_class,0.0504,0,0
28,keyboard,sam3_class,0.0509,0,0
28,mouse,sam3_class,0.051,0,0
28,floor,sam3_class,0.0512,1,0
28,wall,sam3_class,0.0506,2,0
28,ALL,sam3_full_frame,0.7224,5,0
28,ALL,pointcloud_generation,0.1858,0,50000
29,ALL,sam3_image_embedding,0.0194,0,0
29,chair,sam3_class,0.3188,1,0
29,table,sam3_class,0.0516,1,0
29,person,sam3_class,0.0508,0,0
29,monitor,sam3_class,0.051,0,0
29,keyboard,sam3_class,0.0503,0,0
29,mouse,sam3_class,0.0505,0,0
29,floor,sam3_class,0.0511,1,0
29,wall,sam3_class,0.0528,4,0
29,ALL,sam3_full_frame,0.7273,7,0
29,ALL,pointcloud_generation,0.186,0,50000
